Player,Position,Team,Age,Year of Birth,Matches Played,Starts,Minutes Played,90 Minutes Played,Goals,Assists,Non-Penalty Goals,Penalties Converted,Penalties Taken,Yellow Cards,Red Cards,Goals per 90 Minutes,Assists per 90 Minutes,Goals and Assists per 90 Minutes,Goals excluding Penalties per 90 Minutes,Goals and Assists excluding Penalties per 90 Minutes,Expected xG,Expected Non-Penalty xG,Expected xAG,Expected Non-Penalty xG and xAG,xG,xAG,xG and xAG,Non-Penalty xG,Non-Penalty xG and xAG
Brenden Aaronson,MF,USA,21,2000,4,0,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.06,0.18,0.24,0.06,0.24
Ali Abdi,DF,Tunisia,28,1993,3,2,188,2.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02
Salis Abdul Samed,MF,Ghana,22,2000,3,3,250,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.01,0.02,0.01,0.02
Saud Abdulhamid,"DF,MF",Saudi Arabia,22,1999,3,3,270,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.01,0.02,0.02,0.01,0.02
Nawaf Al Abed,MF,Saudi Arabia,32,1990,2,0,88,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.13,0.06,0.2,0.13,0.2
Pape Abou Cissé,DF,Senegal,26,1995,3,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Aboubakar,FW,Cameroon,30,1992,3,1,142,1.6,2,1,2,0,0,2,1,1.27,0.63,1.9,1.27,1.9,0.6,0.6,0.6,1.2,0.37,0.39,0.76,0.37,0.76
Abdulrahman Al-Aboud,"MF,DF",Saudi Arabia,27,1995,2,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.18,0.06,0.24,0.18,0.24
Zakaria Aboukhlal,"FW,MF",Morocco,22,2000,4,0,79,0.9,1,0,1,0,0,0,0,1.14,0,1.14,1.14,1.14,1,1,0,1,1.16,0,1.16,1.16,1.16
Kellyn Acosta,MF,USA,26,1995,2,0,43,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcos Acuña,"DF,FW",Argentina,30,1991,6,4,373,4.1,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.02,0.07,0.1,0.02,0.1
Tyler Adams,MF,USA,23,1999,4,4,360,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0.5,0.01,0.11,0.12,0.01,0.12
Sam Adekugbe,DF,Canada,27,1995,3,1,95,1.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.09,0.09,0,0.09
Michel Aebischer,"MF,FW",Switzerland,25,1997,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akram Afif,FW,Qatar,25,1996,3,3,270,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.3,0.02,0.1,0.12,0.02,0.12
Nayef Aguerd,DF,Morocco,26,1996,4,4,353,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.04,0.01,0.05,0.04,0.05
Brandon Aguilera,MF,Costa Rica,18,2003,3,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homam Ahmed,DF,Qatar,22,1999,3,3,262,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Manuel Akanji,DF,Switzerland,26,1995,4,4,360,4,1,0,1,0,0,1,0,0.25,0,0.25,0.25,0.25,1.1,1.1,0.1,1.2,0.28,0.03,0.3,0.28,0.3
Nathan Aké,DF,Netherlands,27,1995,5,5,479,5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed Alaaeldin,FW,Qatar,29,1993,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordi Alba,DF,Spain,33,1989,4,3,264,2.9,0,2,0,0,0,0,0,0,0.68,0.68,0,0.68,0,0,0.9,0.9,0.01,0.31,0.32,0.01,0.32
Toby Alderweireld,DF,Belgium,33,1989,3,3,270,3,0,1,0,0,0,0,0,0,0.33,0.33,0,0.33,0,0,0.3,0.3,0,0.11,0.11,0,0.11
Trent Alexander-Arnold,DF,England,23,1998,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almoez Ali,FW,Qatar,25,1996,3,3,224,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0,0.4,0.15,0,0.15,0.15,0.15
Alisson,GK,Brazil,29,1992,4,4,379,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Allen,MF,Wales,32,1990,2,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.05,0.15,0.1,0.15
Thiago Almada,MF,Argentina,21,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,3.16,3.16,0,3.16
Roberto Alvarado,FW,Mexico,23,1998,1,0,18,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edson Álvarez,MF,Mexico,24,1997,2,2,175,1.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0.01,0.11,0.12,0.01,0.12
Julián Álvarez,FW,Argentina,22,2000,7,5,464,5.2,4,0,4,0,0,0,0,0.78,0,0.78,0.78,0.78,2.6,2.6,0.1,2.7,0.51,0.02,0.53,0.51,0.53
Kevin Álvarez,DF,Mexico,23,1999,2,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dani Alves,DF,Brazil,39,1983,2,1,118,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.14,0,0.14,0.14,0.14
Selim Amallah,MF,Morocco,25,1996,7,4,409,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.05,0.02,0.07,0.05,0.07
Daniel Amartey,DF,Ghana,27,1994,3,3,251,2.8,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.08,0.03,0.1,0.08,0.1
Ethan Ampadu,"MF,DF",Wales,21,2000,3,3,255,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.01,0.04,0.05,0.01,0.05
Sofyan Amrabat,MF,Morocco,25,1996,7,7,660,7.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.01,0.01,0,0.01
Abdulelah Al-Amri,DF,Saudi Arabia,25,1997,3,2,182,2,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03
Joachim Andersen,DF,Denmark,26,1996,3,3,270,3,0,1,0,0,0,0,0,0,0.33,0.33,0,0.33,0.1,0.1,0.2,0.3,0.03,0.08,0.11,0.03,0.11
Karim Ansarifard,"FW,MF",Iran,32,1990,2,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.17,0.2,0.36,0.17,0.36
Antony,FW,Brazil,22,2000,4,1,172,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,0.15,0.08,0.22,0.15,0.22
Uriel Antuna,"FW,MF",Mexico,24,1997,3,0,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.18,0.02,0.2,0.18,0.2
Néstor Araujo,DF,Mexico,30,1991,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Takuma Asano,FW,Japan,27,1994,4,0,165,1.8,1,0,1,0,0,0,0,0.55,0,0.55,0.55,0.55,0.7,0.7,0.2,0.9,0.44,0.17,0.6,0.44,0.6
Marco Asensio,FW,Spain,26,1996,4,3,229,2.5,1,0,1,0,0,0,0,0.39,0,0.39,0.39,0.39,1.2,1.2,0.1,1.3,0.48,0.02,0.5,0.48,0.5
Ali Assadalla,MF,Qatar,29,1993,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence Ati-Zigi,GK,Ghana,25,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Atkinson,DF,Australia,23,1999,1,1,84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yahya Attiat Allah,DF,Morocco,27,1995,6,2,318,3.5,0,1,0,0,0,0,0,0,0.28,0.28,0,0.28,0.2,0.2,1.2,1.4,0.07,0.37,0.44,0.07,0.44
André Ayew,"MF,FW",Ghana,32,1989,3,3,198,2.2,1,0,1,0,1,1,0,0.45,0,0.45,0.45,0.45,1.1,0.4,0,0.4,0.52,0,0.52,0.16,0.16
Jordan Ayew,FW,Ghana,30,1991,3,2,136,1.5,0,1,0,0,0,0,0,0,0.66,0.66,0,0.66,0.1,0.1,0.5,0.5,0.03,0.32,0.36,0.03,0.36
Sardar Azmoun,FW,Iran,27,1995,3,2,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1,0.67,0.05,0.71,0.67,0.71
César Azpilicueta,DF,Spain,32,1989,2,2,135,1.5,0,1,0,0,0,0,0,0,0.67,0.67,0,0.67,0,0,0.7,0.7,0,0.45,0.45,0,0.45
Sr?an Babi?,DF,Serbia,26,1996,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keanu Baccus,MF,Australia,24,1998,4,1,114,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04
Alexander Bah,DF,Denmark,24,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.11,0.14,0.25,0.11,0.25
Hattan Bahebri,MF,Saudi Arabia,29,1992,2,0,4,0,0,1,0,0,0,1,0,0,22.5,22.5,0,22.5,0,0,0.6,0.6,0,14.37,14.37,0,14.37
Alejandro Balde,DF,Spain,18,2003,4,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04
Gareth Bale,FW,Wales,32,1989,3,3,225,2.5,1,0,0,1,1,1,0,0.4,0,0.4,0,0,0.8,0,0.2,0.2,0.32,0.08,0.41,0.01,0.09
Fodé Ballo-Touré,DF,Senegal,25,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Badr Banoun,DF,Morocco,28,1993,3,0,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borna Bariši?,DF,Croatia,29,1992,1,1,120,1.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0.02,0.12,0.14,0.02,0.14
Meshaal Barsham,GK,Qatar,24,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Bassogog,MF,Cameroon,26,1995,1,0,24,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michy Batshuayi,FW,Belgium,28,1993,2,2,151,1.7,1,0,1,0,0,0,0,0.6,0,0.6,0.6,0.6,0.8,0.8,0.1,0.8,0.45,0.03,0.48,0.45,0.48
Jan Bednarek,DF,Poland,26,1996,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aziz Behich,DF,Australia,31,1990,4,4,360,4,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03
Alireza Beiranvand,GK,Iran,29,1992,2,2,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jude Bellingham,MF,England,18,2003,5,5,414,4.6,1,1,1,0,0,0,0,0.22,0.22,0.43,0.22,0.43,0.6,0.6,0.3,0.9,0.12,0.07,0.19,0.12,0.19
Anis Ben Slimane,MF,Tunisia,21,2001,2,2,148,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.07,0.06,0.12,0.07,0.12
Jewison Bennette,MF,Costa Rica,17,2004,3,1,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04
Rodrigo Bentancur,MF,Uruguay,24,1997,3,3,213,2.4,0,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0.1,0.8,0.26,0.06,0.32,0.26,0.32
Bartosz Bereszy?ski,DF,Poland,29,1992,4,4,341,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Berghuis,MF,Netherlands,30,1991,4,1,200,2.2,0,1,0,0,0,1,0,0,0.45,0.45,0,0.45,0.3,0.3,0.1,0.3,0.13,0.04,0.17,0.13,0.17
Steven Bergwijn,FW,Netherlands,24,1997,4,3,213,2.4,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,0.21,0,0.21,0.21,0.21
Krystian Bielik,MF,Poland,24,1998,4,2,216,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.07,0,0.07,0.07,0.07
Daley Blind,DF,Netherlands,32,1990,5,5,423,4.7,1,1,1,0,0,0,0,0.21,0.21,0.43,0.21,0.43,0.4,0.4,0.5,0.8,0.08,0.1,0.18,0.08,0.18
Celso Borges,MF,Costa Rica,34,1988,3,3,249,2.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02
Milan Borjan,GK,Canada,34,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karim Boudiaf,MF,Qatar,31,1990,3,2,185,2.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane Boufal,FW,Morocco,28,1993,7,7,475,5.3,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.3,0.6,0.05,0.06,0.11,0.05,0.11
Yassine Bounou,GK,Morocco,31,1991,6,6,570,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Braithwaite,"FW,MF",Denmark,31,1991,2,1,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.06,0.12,0.18,0.06,0.18
Mohammed Al-Breik,DF,Saudi Arabia,29,1992,2,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.1,0.51,0.07,0.58,0.03,0.1
Gleison Bremer,DF,Brazil,25,1997,2,1,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.14,0,0.14,0.14,0.14
Dylan Bronn,DF,Tunisia,26,1995,2,2,162,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04
Marcelo Brozovi?,MF,Croatia,29,1992,6,6,552,6.1,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.2,0.7,0.09,0.03,0.12,0.09,0.12
Tajon Buchanan,"MF,DF",Canada,23,1999,3,3,260,2.9,0,1,0,0,0,1,0,0,0.35,0.35,0,0.35,0.9,0.9,0.5,1.4,0.33,0.17,0.5,0.33,0.5
Ante Budimir,FW,Croatia,30,1991,2,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.37,0.07,0.44,0.37,0.44
Osman Bukari,MF,Ghana,23,1998,2,0,59,0.7,1,0,1,0,0,0,0,1.53,0,1.53,1.53,1.53,0.5,0.5,0.1,0.6,0.76,0.09,0.85,0.76,0.85
Ali Al-Bulaihi,DF,Saudi Arabia,32,1989,3,3,216,2.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firas Al-Buraikan,"MF,FW",Saudi Arabia,22,2000,3,3,268,3,0,1,0,0,0,0,0,0,0.34,0.34,0,0.34,0.1,0.1,0.1,0.2,0.04,0.02,0.06,0.04,0.06
Sergio Busquets,MF,Spain,33,1988,4,4,363,4,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.04,0.02,0.06,0.04,0.06
Martín Cáceres,DF,Uruguay,35,1987,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moisés Caicedo,MF,Ecuador,20,2001,3,3,269,3,1,0,1,0,0,1,0,0.33,0,0.33,0.33,0.33,0.5,0.5,0,0.5,0.17,0,0.17,0.17,0.17
Francisco Calvo,DF,Costa Rica,29,1992,2,2,180,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Eduardo Camavinga,DF,France,19,2002,2,1,140,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.11,0.11,0,0.11
Joel Campbell,"FW,MF",Costa Rica,29,1992,3,3,269,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0.02,0,0.02
João Cancelo,DF,Portugal,28,1994,4,3,310,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Agustín Canobbio,MF,Uruguay,23,1998,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick Carrasco,"FW,DF",Belgium,28,1993,2,2,116,1.3,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.3,0.22,0,0.22,0.22,0.22
Cameron Carter-Vickers,DF,USA,24,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dani Carvajal,DF,Spain,30,1992,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Carvalho,MF,Portugal,30,1992,4,2,215,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03
Casemiro,MF,Brazil,30,1992,4,4,390,4.3,1,0,1,0,0,1,0,0.23,0,0.23,0.23,0.23,0.4,0.4,0.1,0.6,0.1,0.04,0.14,0.1,0.14
Matty Cash,DF,Poland,24,1997,4,4,360,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0.2,0.01,0.04,0.05,0.01,0.05
Timothy Castagne,DF,Belgium,26,1995,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Charles Castelletto,DF,Cameroon,27,1995,2,2,180,2,1,1,1,0,0,0,0,0.5,0.5,1,0.5,1,0.9,0.9,0.3,1.2,0.47,0.15,0.62,0.47,0.62
Lucas Cavallini,FW,Canada,29,1992,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edinson Cavani,FW,Uruguay,35,1987,3,1,124,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.7,1,0.21,0.5,0.71,0.21,0.71
Ghaylène Chaalali,MF,Tunisia,28,1994,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Chacón,MF,Costa Rica,21,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilias Chair,MF,Morocco,24,1997,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kwon Chang-hoon,"FW,MF",Korea Republic,27,1994,1,1,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.29,0.29,0,0.29
Luis Chávez,MF,Mexico,26,1996,3,3,270,3,1,0,1,0,0,0,0,0.33,0,0.33,0.33,0.33,0.3,0.3,0.5,0.7,0.1,0.15,0.25,0.1,0.25
Walid Cheddira,FW,Morocco,24,1998,2,0,64,0.7,0,0,0,0,0,2,1,0,0,0,0,0,0.5,0.5,0,0.5,1.24,0,1.24,1.24,1.24
Roozbeh Cheshmi,"DF,MF",Iran,28,1993,2,1,58,0.6,1,0,1,0,0,0,0,1.55,0,1.55,1.55,1.55,0.1,0.1,0,0.1,0.08,0,0.08,0.08,0.08
Andreas Christensen,DF,Denmark,26,1996,3,3,270,3,1,0,1,0,0,1,0,0.33,0,0.33,0.33,0.33,0.4,0.4,0,0.4,0.12,0,0.12,0.12,0.12
Hong Chul,DF,Korea Republic,31,1990,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.13,0.13,0,0.13
José Cifuentes,MF,Ecuador,23,1999,2,0,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03
Pathé Ciss,MF,Senegal,28,1994,3,2,146,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
Sebastián Coates,DF,Uruguay,31,1990,2,2,180,2,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0,0.05,0.05,0.05
Rubin Colwill,MF,Wales,20,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.21,0.21,0.21
Kingsley Coman,"FW,MF",France,26,1996,6,1,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.1,0.05,0.15,0.1,0.15
Eray Cömert,DF,Switzerland,24,1998,2,0,46,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Contreras,"FW,MF",Costa Rica,22,2000,3,2,125,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Andreas Cornelius,FW,Denmark,29,1993,3,1,92,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.1,1.1,1,0.09,1.09,1,1.09
Ángel Correa,MF,Argentina,27,1995,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diogo Costa,GK,Portugal,22,1999,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Thibaut Courtois,GK,Belgium,30,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Cummings,FW,Australia,26,1995,1,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aimen Dahmen,GK,Tunisia,25,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diogo Dalot,DF,Portugal,23,1999,3,3,258,2.9,0,2,0,0,0,0,0,0,0.7,0.7,0,0.7,0,0,0.7,0.8,0.01,0.25,0.26,0.01,0.26
